request_id,user_id,library_id,book_id,request_date,request_status,previous_request_to_excecute
3498,335,51,154,2024-01-15 21:51:45,Borrow,
3499,400,51,154,2024-01-21 16:16:00,Borrow,
3500,431,51,154,2024-01-25 03:12:14,Borrow,
3501,420,51,154,2024-01-31 23:35:45,Borrow,
3502,31,51,154,2024-01-31 20:01:46,Borrow,
3503,200,51,154,2024-01-14 20:52:41,Borrow,
3504,179,51,154,2024-01-09 22:01:08,Borrow,
3505,335,56,120,2024-01-08 17:19:31,Borrow,
3506,271,56,120,2024-01-22 20:03:52,Borrow,
3507,169,73,119,2024-01-09 12:22:18,Borrow,
3508,69,73,119,2024-01-02 06:42:38,Borrow,
3509,448,73,119,2024-01-29 06:42:24,Borrow,
3510,109,73,119,2024-01-17 21:03:01,Borrow,
3511,51,73,119,2024-01-07 20:36:09,Borrow,
3512,353,73,119,2024-01-31 19:32:18,Borrow,
3513,335,73,119,2024-01-26 18:24:31,Borrow,
3514,420,73,119,2024-01-29 06:40:39,Borrow,
3515,180,73,119,2024-01-24 02:05:18,Borrow,
3516,171,73,119,2024-01-07 10:08:52,Borrow,
3517,81,18,106,2024-01-30 12:17:28,Borrow,
3518,78,18,106,2024-01-19 18:04:56,Borrow,
3519,453,18,106,2024-01-19 16:21:47,Borrow,
3520,51,18,106,2024-01-05 23:07:04,Borrow,
3521,245,18,106,2024-01-04 21:53:05,Borrow,
3522,312,41,113,2024-01-13 07:15:08,Borrow,
3523,151,41,113,2024-01-26 22:21:27,Borrow,
3524,206,41,113,2024-01-04 16:35:40,Borrow,
3525,391,33,17,2024-01-11 08:22:04,Borrow,
3526,115,33,17,2024-01-06 04:55:33,Borrow,
3527,257,33,17,2024-01-07 04:42:53,Borrow,
3528,209,33,17,2024-01-18 02:56:01,Borrow,
3529,80,33,17,2024-01-31 12:00:47,Borrow,
3530,426,33,17,2024-01-12 16:29:57,Borrow,
3531,444,33,17,2024-01-06 05:25:19,Borrow,
3532,240,33,17,2024-01-12 14:38:30,Borrow,
3533,427,57,145,2024-01-06 16:05:26,Borrow,
3534,350,57,145,2024-01-18 17:24:11,Borrow,
3535,413,1,129,2024-01-26 01:38:17,Borrow,
3536,90,1,129,2024-01-26 16:28:09,Borrow,
3537,488,1,129,2024-01-06 03:02:15,Borrow,
3538,478,1,129,2024-01-15 23:55:56,Borrow,
3539,291,1,129,2024-01-31 22:40:58,Borrow,
3540,458,17,114,2024-01-13 15:19:35,Borrow,
3541,57,17,114,2024-01-11 00:05:52,Borrow,
3542,78,17,114,2024-01-05 20:28:05,Borrow,
3543,160,17,114,2024-01-27 16:19:20,Borrow,
3544,498,17,114,2024-01-02 04:15:23,Borrow,
3545,81,17,114,2024-01-09 14:17:49,Borrow,
3546,86,17,114,2024-01-14 19:19:59,Borrow,
3547,163,17,114,2024-01-08 03:11:13,Borrow,
3548,346,17,114,2024-01-27 15:10:27,Borrow,
3549,100,36,133,2024-01-20 15:21:42,Borrow,
3550,203,36,133,2024-01-10 16:37:56,Borrow,
3551,306,36,133,2024-01-14 18:26:51,Borrow,
3552,346,40,158,2024-01-15 09:55:21,Borrow,
3553,350,40,158,2024-01-13 08:31:25,Borrow,
3554,197,40,158,2024-01-08 04:40:41,Borrow,
3555,71,40,158,2024-01-17 15:14:33,Borrow,
3556,5,40,158,2024-01-13 17:26:30,Borrow,
3557,363,40,158,2024-01-18 14:20:04,Borrow,
3558,240,40,158,2024-01-20 09:26:33,Borrow,
3559,38,40,158,2024-01-29 20:52:38,Borrow,
3560,371,40,158,2024-01-13 01:17:29,Borrow,
3561,315,40,158,2024-01-29 18:23:23,Borrow,
3562,318,34,29,2024-01-22 18:01:30,Borrow,
3563,149,34,29,2024-01-31 01:39:08,Borrow,
3564,484,34,29,2024-01-20 22:47:26,Borrow,
3565,60,7,38,2024-01-18 09:36:20,Borrow,
3566,487,7,38,2024-01-06 17:37:35,Borrow,
3567,228,7,38,2024-01-08 05:39:35,Borrow,
3568,365,7,38,2024-01-20 04:39:50,Borrow,
3569,482,7,38,2024-01-05 15:06:56,Borrow,
3570,279,7,38,2024-01-16 20:22:15,Borrow,
3571,369,7,38,2024-01-09 12:20:53,Borrow,
3572,106,7,38,2024-01-05 02:57:13,Borrow,
3573,56,52,48,2024-01-16 08:24:29,Borrow,
3574,42,52,48,2024-01-04 00:51:02,Borrow,
3575,362,52,48,2024-01-12 19:36:44,Borrow,
3576,340,52,48,2024-01-30 19:18:05,Borrow,
3577,131,52,48,2024-01-26 05:06:37,Borrow,
3578,327,52,48,2024-01-10 14:00:32,Borrow,
3579,97,52,48,2024-01-30 11:48:14,Borrow,
3580,67,52,48,2024-01-17 13:11:52,Borrow,
3581,444,52,48,2024-01-03 03:32:10,Borrow,
3582,85,50,115,2024-01-05 03:15:13,Borrow,
3583,81,50,115,2024-01-12 17:50:12,Borrow,
3584,357,50,115,2024-01-25 15:54:40,Borrow,
3585,27,50,115,2024-01-31 10:57:48,Borrow,
3586,348,64,168,2024-01-25 09:19:00,Borrow,
3587,146,64,168,2024-01-20 00:51:56,Borrow,
3588,248,14,69,2024-01-16 22:43:46,Borrow,
3589,177,14,69,2024-01-09 07:58:11,Borrow,
3590,96,14,69,2024-01-19 12:44:05,Borrow,
3591,75,14,69,2024-01-14 22:59:44,Borrow,
501,277,69,114,2023-08-30 19:05:00,Borrow After Hold,1
1,277,69,114,2023-08-23 11:41:13,Borrow,
502,197,57,179,2023-10-23 22:58:18,Borrow After Hold,2
2,197,57,179,2023-10-23 05:29:23,Borrow,
503,277,22,167,2023-08-22 04:43:26,Borrow After Hold,3
3,277,22,167,2023-08-21 14:43:16,Borrow,
504,214,5,2,2023-06-01 03:27:20,Borrow After Hold,4
4,214,5,2,2023-05-22 05:09:44,Borrow,
505,467,4,177,2023-10-10 14:53:46,Borrow After Hold,5
5,467,4,177,2023-10-01 17:35:52,Borrow,
506,82,73,176,2023-07-02 08:25:17,Borrow After Hold,6
6,82,73,176,2023-06-09 08:10:53,Borrow,
507,4,26,85,2023-08-02 15:31:49,Borrow After Hold,7
7,4,26,85,2023-06-12 17:33:50,Borrow,
508,235,42,6,2023-08-10 11:34:55,Borrow After Hold,8
8,235,42,6,2023-05-13 03:04:17,Borrow,
509,349,25,74,2023-10-18 15:37:42,Borrow After Hold,9
9,349,25,74,2023-10-09 20:00:01,Borrow,
510,268,38,5,2023-03-11 04:16:02,Borrow After Hold,10
10,268,38,5,2023-01-22 18:27:48,Borrow,
511,85,21,14,2023-10-12 21:47:40,Borrow After Hold,11
11,85,21,14,2023-08-06 14:01:18,Borrow,
512,103,65,142,2023-10-05 13:11:07,Borrow After Hold,12
12,103,65,142,2023-07-12 14:13:01,Borrow,
513,493,26,68,2023-06-20 18:38:39,Borrow After Hold,13
13,493,26,68,2023-06-15 07:59:05,Borrow,
514,40,36,76,2023-10-25 00:12:00,Borrow After Hold,14
14,40,36,76,2023-08-31 14:33:28,Borrow,
515,229,30,177,2023-10-11 23:10:52,Borrow After Hold,15
15,229,30,177,2023-10-06 01:05:30,Borrow,
516,422,57,172,2023-09-12 11:23:28,Borrow After Hold,16
16,422,57,172,2023-05-22 14:37:16,Borrow,
517,358,54,30,2023-10-29 07:55:39,Borrow After Hold,17
17,358,54,30,2023-10-17 17:26:46,Borrow,
518,25,19,169,2023-09-30 22:46:21,Borrow After Hold,18
18,25,19,169,2023-09-03 01:35:37,Borrow,
519,366,59,63,2023-10-26 15:31:31,Borrow After Hold,19
19,366,59,63,2023-10-24 02:34:15,Borrow,
520,128,19,146,2023-10-15 13:06:36,Borrow After Hold,20
20,128,19,146,2023-04-08 23:27:18,Borrow,
521,41,60,5,2023-08-10 03:46:26,Borrow After Hold,21
21,41,60,5,2023-07-14 01:11:23,Borrow,
522,183,72,118,2023-10-29 14:41:40,Borrow After Hold,22
22,183,72,118,2023-10-16 11:43:00,Borrow,
523,467,3,65,2023-10-04 00:45:57,Borrow After Hold,23
23,467,3,65,2023-08-31 01:13:06,Borrow,
524,487,26,174,2023-08-01 00:54:24,Borrow After Hold,24
24,487,26,174,2023-07-24 01:37:48,Borrow,
525,60,69,177,2023-09-03 06:02:19,Borrow After Hold,25
25,60,69,177,2023-08-10 12:03:13,Borrow,
526,465,40,99,2023-08-20 02:49:39,Borrow After Hold,26
26,465,40,99,2023-08-13 06:55:36,Borrow,
527,117,76,85,2023-10-27 04:34:20,Borrow After Hold,27
27,117,76,85,2023-10-27 03:27:12,Borrow,
528,189,48,146,2023-03-07 18:52:59,Borrow After Hold,28
28,189,48,146,2023-02-16 19:23:14,Borrow,
529,434,37,37,2023-08-23 19:27:27,Borrow After Hold,29
29,434,37,37,2023-08-03 07:43:08,Borrow,
530,10,23,91,2023-10-26 04:02:43,Borrow After Hold,30
30,10,23,91,2023-10-16 07:41:10,Borrow,
531,450,49,21,2023-10-26 08:53:26,Borrow After Hold,31
31,450,49,21,2023-10-21 02:31:57,Borrow,
532,131,45,85,2023-06-30 18:18:46,Borrow After Hold,32
32,131,45,85,2023-01-11 15:52:55,Borrow,
533,86,23,164,2023-05-27 07:23:23,Borrow After Hold,33
33,86,23,164,2023-04-12 07:30:19,Borrow,
534,319,14,37,2023-08-20 14:55:57,Borrow After Hold,34
34,319,14,37,2023-07-02 04:05:03,Borrow,
535,396,4,10,2023-10-22 17:10:21,Borrow After Hold,35
35,396,4,10,2023-10-19 18:15:21,Borrow,
536,124,1,153,2023-05-27 22:06:27,Borrow After Hold,36
36,124,1,153,2023-03-26 15:37:41,Borrow,
537,151,37,179,2023-10-02 10:03:50,Borrow After Hold,37
37,151,37,179,2023-09-23 20:02:18,Borrow,
538,14,39,53,2023-06-15 07:15:25,Borrow After Hold,38
38,14,39,53,2023-01-28 10:07:30,Borrow,
539,387,50,48,2023-09-02 18:53:11,Borrow After Hold,39
39,387,50,48,2023-03-15 13:51:06,Borrow,
540,285,4,151,2023-07-03 13:03:08,Borrow After Hold,40
40,285,4,151,2023-04-17 07:22:22,Borrow,
541,432,61,176,2023-10-12 14:46:36,Borrow After Hold,41
41,432,61,176,2023-10-09 00:14:53,Borrow,
542,31,4,145,2023-07-22 06:27:15,Borrow After Hold,42
42,31,4,145,2023-07-19 04:32:52,Borrow,
543,201,4,38,2023-10-21 02:17:26,Borrow After Hold,43
43,201,4,38,2023-10-02 19:25:11,Borrow,
544,88,12,119,2023-09-19 15:59:25,Borrow After Hold,44
44,88,12,119,2023-07-20 20:36:06,Borrow,
545,479,31,53,2023-05-30 08:59:28,Borrow After Hold,45
45,479,31,53,2023-05-10 21:36:04,Borrow,
546,233,48,104,2023-10-31 22:05:26,Borrow After Hold,46
46,233,48,104,2023-10-30 08:15:14,Borrow,
547,251,81,19,2023-10-16 12:50:04,Borrow After Hold,47
47,251,81,19,2023-07-16 15:03:15,Borrow,
548,260,13,82,2023-09-06 14:05:33,Borrow After Hold,48
48,260,13,82,2023-07-15 15:08:16,Borrow,
549,476,81,19,2023-10-19 05:13:41,Borrow After Hold,49
49,476,81,19,2023-10-17 01:13:52,Borrow,
550,174,23,110,2023-06-20 10:38:33,Borrow After Hold,50
50,174,23,110,2023-05-11 02:00:45,Borrow,
551,38,68,38,2023-10-04 01:22:32,Borrow After Hold,51
51,38,68,38,2023-07-05 09:08:08,Borrow,
552,321,40,37,2023-08-11 17:49:40,Borrow After Hold,52
52,321,40,37,2023-07-05 00:38:36,Borrow,
553,274,1,173,2023-10-30 21:27:54,Borrow After Hold,53
53,274,1,173,2023-04-23 03:16:43,Borrow,
554,83,19,114,2023-07-01 09:17:53,Borrow After Hold,54
54,83,19,114,2023-06-28 08:02:59,Borrow,
555,373,66,107,2023-10-21 21:08:24,Borrow After Hold,55
55,373,66,107,2023-07-19 10:05:57,Borrow,
556,127,77,82,2023-05-06 20:27:31,Borrow After Hold,56
56,127,77,82,2023-05-02 03:46:49,Borrow,
557,58,7,144,2023-10-28 20:27:20,Borrow After Hold,57
57,58,7,144,2023-10-20 00:25:30,Borrow,
558,248,61,101,2023-10-19 19:27:34,Borrow After Hold,58
58,248,61,101,2023-08-13 17:00:21,Borrow,
559,413,42,104,2023-02-03 20:31:10,Borrow After Hold,59
59,413,42,104,2023-02-03 13:46:00,Borrow,
560,205,33,152,2023-05-11 19:53:47,Borrow After Hold,60
60,205,33,152,2023-04-29 10:57:44,Borrow,
561,115,74,105,2023-08-13 00:04:06,Borrow After Hold,61
61,115,74,105,2023-06-07 02:24:40,Borrow,
562,262,30,91,2023-10-10 02:34:34,Borrow After Hold,62
62,262,30,91,2023-07-06 12:50:06,Borrow,
563,379,40,181,2023-10-03 01:23:01,Borrow After Hold,63
63,379,40,181,2023-10-03 00:19:48,Borrow,
564,265,48,9,2023-08-20 21:36:03,Borrow After Hold,64
64,265,48,9,2023-08-06 17:26:12,Borrow,
565,327,22,155,2023-08-26 00:31:38,Borrow After Hold,65
65,327,22,155,2023-07-08 18:38:18,Borrow,
566,347,72,6,2023-07-22 18:51:53,Borrow After Hold,66
66,347,72,6,2023-07-20 20:21:04,Borrow,
567,302,70,5,2023-05-31 01:46:55,Borrow After Hold,67
67,302,70,5,2023-03-25 13:49:28,Borrow,
568,265,16,98,2023-09-09 11:37:43,Borrow After Hold,68
68,265,16,98,2023-08-26 22:39:25,Borrow,
569,292,54,82,2023-02-19 10:31:43,Borrow After Hold,69
69,292,54,82,2023-02-16 22:12:31,Borrow,
570,114,4,5,2023-10-24 20:55:34,Borrow After Hold,70
70,114,4,5,2023-10-21 03:18:51,Borrow,
571,423,35,108,2023-07-02 16:17:46,Borrow After Hold,71
71,423,35,108,2023-07-02 05:37:36,Borrow,
572,497,79,111,2023-08-12 10:56:43,Borrow After Hold,72
72,497,79,111,2023-03-18 16:55:39,Borrow,
573,293,999,119,2023-04-10 10:48:12,Borrow After Hold,73
73,293,999,119,2023-02-25 07:03:48,Borrow,
574,335,23,177,2023-04-27 13:18:17,Borrow After Hold,74
74,335,23,177,2023-04-24 20:03:31,Borrow,
575,330,74,101,2023-09-14 17:57:38,Borrow After Hold,75
75,330,74,101,2023-07-23 02:35:49,Borrow,
576,6,5,37,2023-07-03 06:13:44,Borrow After Hold,76
76,6,5,37,2023-06-05 00:53:32,Borrow,
577,483,77,27,2023-07-19 15:43:05,Borrow After Hold,77
77,483,77,27,2023-06-10 21:56:54,Borrow,
578,27,17,60,2023-10-22 08:38:26,Borrow After Hold,78
78,27,17,60,2023-10-21 18:57:52,Borrow,
579,428,48,23,2023-10-17 08:35:27,Borrow After Hold,79
79,428,48,23,2023-09-23 04:43:41,Borrow,
580,132,22,133,2023-10-12 17:07:38,Borrow After Hold,80
80,132,22,133,2023-10-04 09:33:44,Borrow,
581,93,78,17,2023-10-11 18:19:52,Borrow After Hold,81
81,93,78,17,2023-09-25 15:45:41,Borrow,
582,445,7,14,2023-04-18 10:43:24,Borrow After Hold,82
82,445,7,14,2023-04-05 07:29:08,Borrow,
583,343,32,137,2023-09-22 21:16:02,Borrow After Hold,83
83,343,32,137,2023-09-21 01:28:52,Borrow,
584,122,46,119,2023-10-04 17:23:43,Borrow After Hold,84
84,122,46,119,2023-09-30 16:25:16,Borrow,
585,379,64,151,2023-10-08 17:20:51,Borrow After Hold,85
85,379,64,151,2023-10-07 03:02:40,Borrow,
586,458,64,143,2023-10-07 23:24:43,Borrow After Hold,86
86,458,64,143,2023-07-14 21:01:25,Borrow,
587,178,75,137,2023-08-14 18:26:22,Borrow After Hold,87
87,178,75,137,2023-06-17 01:43:03,Borrow,
588,103,32,29,2023-06-12 09:45:24,Borrow After Hold,88
88,103,32,29,2023-06-10 00:48:56,Borrow,
589,107,61,119,2023-07-18 01:19:59,Borrow After Hold,89
89,107,61,119,2023-07-17 00:10:19,Borrow,
590,471,30,135,2023-10-14 00:57:08,Borrow After Hold,90
90,471,30,135,2023-08-07 17:35:11,Borrow,
591,312,50,68,2023-06-26 09:32:58,Borrow After Hold,91
91,312,50,68,2023-06-22 21:15:05,Borrow,
592,485,22,65,2023-03-30 17:10:38,Borrow After Hold,92
92,485,22,65,2023-03-20 03:59:18,Borrow,
593,315,19,32,2023-10-18 12:42:39,Borrow After Hold,93
93,315,19,32,2023-10-11 09:30:19,Borrow,
594,163,52,138,2023-08-09 10:22:26,Borrow After Hold,94
94,163,52,138,2023-08-01 04:00:25,Borrow,
595,377,62,74,2023-09-29 00:51:44,Borrow After Hold,95
95,377,62,74,2023-08-13 04:05:16,Borrow,
596,34,48,30,2023-08-22 20:00:18,Borrow After Hold,96
96,34,48,30,2023-08-03 16:50:01,Borrow,
597,454,14,64,2023-09-29 09:43:24,Borrow After Hold,97
97,454,14,64,2023-09-26 10:50:11,Borrow,
598,225,52,147,2023-10-31 21:36:04,Borrow After Hold,98
98,225,52,147,2023-10-21 03:19:23,Borrow,
599,420,12,2,2023-05-03 04:33:50,Borrow After Hold,99
99,420,12,2,2023-03-28 00:07:52,Borrow,
600,363,5,53,2023-03-04 08:59:04,Borrow After Hold,100
100,363,5,53,2023-02-04 11:07:11,Borrow,
601,193,13,20,2023-10-11 17:03:41,Borrow After Hold,101
101,193,13,20,2023-09-28 18:32:48,Borrow,
602,173,76,98,2023-08-27 15:05:48,Borrow After Hold,102
102,173,76,98,2023-03-22 19:56:53,Borrow,
603,415,21,101,2023-09-13 11:40:52,Borrow After Hold,103
103,415,21,101,2023-07-20 12:16:15,Borrow,
604,431,26,26,2023-05-26 02:14:20,Borrow After Hold,104
104,431,26,26,2023-05-20 03:44:29,Borrow,
605,303,1,106,2023-10-19 05:47:36,Borrow After Hold,105
105,303,1,106,2023-09-01 21:45:34,Borrow,
606,67,999,162,2023-10-16 19:29:00,Borrow After Hold,106
106,67,999,162,2023-09-06 20:03:04,Borrow,
607,202,80,127,2023-08-01 22:26:54,Borrow After Hold,107
107,202,80,127,2023-07-21 23:33:08,Borrow,
608,243,8,120,2023-08-12 22:46:33,Borrow After Hold,108
108,243,8,120,2023-07-19 08:24:28,Borrow,
609,473,39,28,2023-10-05 11:46:19,Borrow After Hold,109
109,473,39,28,2023-09-30 12:05:37,Borrow,
610,350,40,185,2023-09-26 02:03:49,Borrow After Hold,110
110,350,40,185,2023-07-07 15:15:02,Borrow,
611,290,13,177,2023-09-28 16:40:53,Borrow After Hold,111
111,290,13,177,2023-09-14 13:03:32,Borrow,
612,273,34,34,2023-06-14 04:35:53,Borrow After Hold,112
112,273,34,34,2023-06-08 13:42:34,Borrow,
613,349,24,153,2023-10-04 23:59:13,Borrow After Hold,113
113,349,24,153,2023-08-08 11:31:33,Borrow,
614,206,65,27,2023-09-22 02:41:07,Borrow After Hold,114
114,206,65,27,2023-09-18 01:43:56,Borrow,
615,133,13,171,2023-09-20 20:47:34,Borrow After Hold,115
115,133,13,171,2023-09-14 20:54:46,Borrow,
616,210,52,67,2023-04-14 08:55:29,Borrow After Hold,116
116,210,52,67,2023-04-05 13:03:18,Borrow,
617,51,57,119,2023-08-18 00:38:56,Borrow After Hold,117
117,51,57,119,2023-06-29 20:48:10,Borrow,
618,386,22,60,2023-05-02 01:56:21,Borrow After Hold,118
118,386,22,60,2023-04-12 00:23:18,Borrow,
619,438,9,128,2023-07-12 01:14:32,Borrow After Hold,119
119,438,9,128,2023-06-22 00:17:18,Borrow,
620,30,78,179,2023-10-31 08:10:17,Borrow After Hold,120
120,30,78,179,2023-09-16 03:56:51,Borrow,
621,221,60,98,2023-07-04 07:40:21,Borrow After Hold,121
121,221,60,98,2023-06-09 13:14:13,Borrow,
622,402,64,133,2023-09-08 19:56:32,Borrow After Hold,122
122,402,64,133,2023-09-02 03:33:00,Borrow,
623,242,1,64,2023-07-24 10:03:13,Borrow After Hold,123
123,242,1,64,2023-07-03 15:29:40,Borrow,
624,14,73,118,2023-08-19 04:21:31,Borrow After Hold,124
124,14,73,118,2023-05-20 10:54:10,Borrow,
625,484,38,26,2023-10-09 14:05:33,Borrow After Hold,125
125,484,38,26,2023-05-19 13:34:54,Borrow,
626,373,43,169,2023-09-11 13:45:11,Borrow After Hold,126
126,373,43,169,2023-07-24 23:14:09,Borrow,
627,293,70,161,2023-08-04 06:11:19,Borrow After Hold,127
127,293,70,161,2023-07-27 19:26:52,Borrow,
628,497,81,64,2023-04-13 11:36:40,Borrow After Hold,128
128,497,81,64,2023-01-25 23:05:11,Borrow,
629,187,57,156,2023-09-08 07:33:24,Borrow After Hold,129
129,187,57,156,2023-07-23 16:08:27,Borrow,
630,5,21,101,2023-09-12 07:10:11,Borrow After Hold,130
130,5,21,101,2023-09-09 20:11:25,Borrow,
631,419,23,123,2023-09-03 16:43:10,Borrow After Hold,131
131,419,23,123,2023-08-17 02:21:00,Borrow,
632,126,53,10,2023-03-14 11:02:01,Borrow After Hold,132
132,126,53,10,2023-02-19 21:06:56,Borrow,
633,275,75,72,2023-08-08 23:55:01,Borrow After Hold,133
133,275,75,72,2023-07-10 14:23:12,Borrow,
634,199,38,135,2023-09-16 03:23:39,Borrow After Hold,134
134,199,38,135,2023-04-04 05:49:23,Borrow,
635,144,59,91,2023-10-27 12:45:57,Borrow After Hold,135
135,144,59,91,2023-10-01 08:09:33,Borrow,
636,159,16,139,2023-09-28 00:37:36,Borrow After Hold,136
136,159,16,139,2023-07-29 03:05:32,Borrow,
637,145,5,88,2023-10-28 11:05:26,Borrow After Hold,137
137,145,5,88,2023-06-04 00:17:04,Borrow,
638,262,32,63,2023-08-07 04:19:40,Borrow After Hold,138
138,262,32,63,2023-08-02 22:07:53,Borrow,
639,390,6,80,2023-10-24 02:47:50,Borrow After Hold,139
139,390,6,80,2023-08-13 13:10:23,Borrow,
640,263,12,19,2023-06-28 20:37:43,Borrow After Hold,140
140,263,12,19,2023-06-28 06:43:39,Borrow,
641,51,14,178,2023-02-02 02:07:20,Borrow After Hold,141
141,51,14,178,2023-01-25 23:05:04,Borrow,
642,382,23,129,2023-09-12 08:40:19,Borrow After Hold,142
142,382,23,129,2023-07-23 20:44:50,Borrow,
643,334,51,86,2023-09-25 14:10:37,Borrow After Hold,143
143,334,51,86,2023-09-04 20:39:31,Borrow,
644,205,3,118,2023-06-03 00:44:44,Borrow After Hold,144
144,205,3,118,2023-05-19 05:28:41,Borrow,
645,231,40,85,2023-06-25 14:39:16,Borrow After Hold,145
145,231,40,85,2023-05-11 12:18:04,Borrow,
646,336,22,14,2023-06-25 05:04:14,Borrow After Hold,146
146,336,22,14,2023-05-07 13:43:58,Borrow,
647,400,33,2,2023-07-09 22:56:59,Borrow After Hold,147
147,400,33,2,2023-05-31 18:14:46,Borrow,
648,305,30,114,2023-10-28 23:27:10,Borrow After Hold,148
148,305,30,114,2023-08-20 03:19:29,Borrow,
649,348,81,186,2023-07-21 04:41:29,Borrow After Hold,149
149,348,81,186,2023-04-25 10:00:23,Borrow,
650,313,40,92,2023-09-21 02:41:35,Borrow After Hold,150
150,313,40,92,2023-08-14 20:18:07,Borrow,
651,119,1,66,2023-09-06 23:14:40,Borrow After Hold,151
151,119,1,66,2023-08-13 01:53:45,Borrow,
652,177,33,138,2023-03-12 08:43:41,Borrow After Hold,152
152,177,33,138,2023-01-28 02:59:17,Borrow,
653,361,1,142,2023-10-30 01:01:38,Borrow After Hold,153
153,361,1,142,2023-10-24 15:07:01,Borrow,
654,234,12,97,2023-08-19 21:34:08,Borrow After Hold,154
154,234,12,97,2023-08-02 02:51:38,Borrow,
655,7,33,119,2023-10-07 05:40:33,Borrow After Hold,155
155,7,33,119,2023-07-01 08:58:55,Borrow,
656,497,21,118,2023-02-24 17:12:09,Borrow After Hold,156
156,497,21,118,2023-02-14 14:06:06,Borrow,
657,270,19,27,2023-10-24 15:09:03,Borrow After Hold,157
157,270,19,27,2023-10-24 14:04:51,Borrow,
658,84,5,80,2023-10-07 15:47:43,Borrow After Hold,158
158,84,5,80,2023-09-24 21:42:59,Borrow,
659,373,53,35,2023-08-27 13:39:53,Borrow After Hold,159
159,373,53,35,2023-07-31 14:05:19,Borrow,
660,410,40,24,2023-09-29 21:23:34,Borrow After Hold,160
160,410,40,24,2023-08-27 22:44:30,Borrow,
661,4,24,105,2023-10-10 07:26:13,Borrow After Hold,161
161,4,24,105,2023-06-05 05:16:59,Borrow,
662,168,54,24,2023-10-18 09:19:28,Borrow After Hold,162
162,168,54,24,2023-10-15 09:20:10,Borrow,
663,495,21,126,2023-07-09 21:56:23,Borrow After Hold,163
163,495,21,126,2023-06-16 20:17:05,Borrow,
664,128,46,77,2023-08-04 23:38:50,Borrow After Hold,164
164,128,46,77,2023-05-10 05:04:34,Borrow,
665,54,38,104,2023-10-06 21:12:17,Borrow After Hold,165
165,54,38,104,2023-08-26 07:55:58,Borrow,
666,23,24,65,2023-03-08 21:31:23,Borrow After Hold,166
166,23,24,65,2023-03-04 12:29:01,Borrow,
667,482,41,76,2023-04-30 14:17:34,Borrow After Hold,167
167,482,41,76,2023-01-27 13:32:00,Borrow,
668,104,19,176,2023-07-11 07:48:43,Borrow After Hold,168
168,104,19,176,2023-04-17 02:56:56,Borrow,
669,476,33,12,2023-10-27 17:14:40,Borrow After Hold,169
169,476,33,12,2023-10-27 11:40:19,Borrow,
670,350,1,133,2023-07-28 23:31:07,Borrow After Hold,170
170,350,1,133,2023-05-20 06:29:20,Borrow,
671,80,75,98,2023-09-06 21:59:08,Borrow After Hold,171
171,80,75,98,2023-07-17 07:49:46,Borrow,
672,136,1,169,2023-07-21 13:45:46,Borrow After Hold,172
172,136,1,169,2023-05-10 06:08:22,Borrow,
673,129,50,146,2023-10-06 07:58:51,Borrow After Hold,173
173,129,50,146,2023-10-03 05:23:23,Borrow,
674,22,57,146,2023-08-29 15:54:26,Borrow After Hold,174
174,22,57,146,2023-08-02 04:05:27,Borrow,
675,30,12,10,2023-06-19 04:03:24,Borrow After Hold,175
175,30,12,10,2023-04-14 07:05:52,Borrow,
676,114,26,131,2023-05-08 07:21:43,Borrow After Hold,176
176,114,26,131,2023-05-07 01:48:18,Borrow,
677,272,36,106,2023-09-25 02:19:42,Borrow After Hold,177
177,272,36,106,2023-06-22 11:21:18,Borrow,
678,98,36,127,2023-10-01 10:58:01,Borrow After Hold,178
178,98,36,127,2023-09-24 19:23:22,Borrow,
679,245,64,29,2023-10-24 22:25:26,Borrow After Hold,179
179,245,64,29,2023-09-22 19:44:44,Borrow,
680,229,49,163,2023-07-10 00:19:18,Borrow After Hold,180
180,229,49,163,2023-06-16 21:53:13,Borrow,
681,195,66,169,2023-07-14 07:30:38,Borrow After Hold,181
181,195,66,169,2023-06-01 16:39:04,Borrow,
682,167,55,108,2023-08-04 07:30:50,Borrow After Hold,182
182,167,55,108,2023-06-24 23:16:07,Borrow,
683,445,11,115,2023-06-05 08:47:09,Borrow After Hold,183
183,445,11,115,2023-03-24 11:43:23,Borrow,
684,129,7,113,2023-09-18 22:11:20,Borrow After Hold,184
184,129,7,113,2023-09-18 21:46:53,Borrow,
685,288,28,27,2023-07-18 06:23:32,Borrow After Hold,185
185,288,28,27,2023-05-15 13:24:33,Borrow,
686,381,11,42,2023-09-23 06:07:44,Borrow After Hold,186
186,381,11,42,2023-07-02 22:12:22,Borrow,
687,86,73,103,2023-09-15 04:15:40,Borrow After Hold,187
187,86,73,103,2023-09-08 19:23:27,Borrow,
688,5,30,152,2023-09-16 13:32:26,Borrow After Hold,188
188,5,30,152,2023-08-29 23:10:35,Borrow,
689,65,45,12,2023-10-23 12:44:50,Borrow After Hold,189
189,65,45,12,2023-07-09 08:04:47,Borrow,
690,438,12,68,2023-08-21 12:31:32,Borrow After Hold,190
190,438,12,68,2023-06-26 18:38:58,Borrow,
691,253,4,78,2023-09-20 14:13:41,Borrow After Hold,191
191,253,4,78,2023-08-27 11:06:19,Borrow,
692,185,49,112,2023-04-19 07:44:58,Borrow After Hold,192
192,185,49,112,2023-04-06 19:13:38,Borrow,
